#daq_ch domain det_def Phi Time_Offset UpperThresholdCS AwAe offset and slope nb_par_cal cal_pars 
2  101 2  0  0 	      		25 	0  1 3   0.3782  0.340629  4.69124e-08 
3  102 2  0  0		 	10 	0  1 3   0.5604  0.340720  1.80229e-08 
4  103 2  0  0 			10	0  1 3  -0.1544  0.337427 -9.06170e-08 
5  104 2  0  0 			22	0  1 3   1.3009  0.339011  1.09681e-07 
6  105 2  0  0		 	15    	0  1 3  -0.3898  0.343072 -4.41495e-08 
7  106 2  0  0		 	15	0  1 3   0.5368  0.332620  3.34090e-09 
8  107 2  0  0		 	15	0  1 3   0.3036  0.337681  5.10564e-09 
9  108 2  0  0		 	18	0  1 3   0.2252  0.315147 -2.95331e-08 
1  109 1  0  0 	      		10 	0  1 3   1.8871  0.964871  1.35385e-06 
10 110 0  0  0			500	0  1 2  -0.0000  1.000000  
102  111 2  0 -31 		12	0  1 3   0.0782  0.334999 -1.41928e-07 
103  112 2  0 -31		14	0  1 3   0.3340  0.337707 -3.39470e-09 
104  113 2  0 -31		17	0  1 3   0.1291  0.333091  5.02437e-08 
105  114 2  0 -31		16	0  1 3  -0.4984  0.338667 -1.38198e-07 
106  115 2  0 -31		20	0  1 3   0.7015  0.333262 -1.40473e-09 
107  116 2  0 -31		15	0  1 3  -0.0297  0.330383 -4.14706e-08 
108  117 2  0 -31		14	0  1 3   0.0741  0.336836  4.00065e-09 
109  118 2  0 -31		12	0  1 3   0.3312  0.311872  6.24793e-08 
101  119 1  0 -31 		20	0  1 3  -3.3604  1.007419 -9.36694e-08 
110  120 0  0 0			500	0  1 2  -0.0000  1.000000 
202  121 2  0 -52		16	0  1 3   -1.0800  0.334191  4.00899e-07 
203  122 2  0 -52		19	0  1 3    0.4709  0.328076  1.54510e-08 
204  123 2  0 -52		14	0  1 3    0.8911  0.331780  1.15302e-07 
205  124 2  0 -52		15	0  1 3    0.3834  0.335261  8.78448e-09 
206  125 2  0 -52		15	0  1 3   -0.6268  0.323222 -7.88058e-08 
207  126 2  0 -52		15	0  1 3    0.5441  0.331766 -7.70688e-08 
208  127 2  0 -52		15	0  1 3   -0.0940  0.336581  3.58409e-09 
209  128 2  0 -52		15	0  1 3    0.2259  0.325122  1.69287e-08 
201  129 1  0 -52		11	0  1 3    1.2357  0.968097  3.96333e-06 
210  130 0  0 0			500	0  1 2  -0.0000  1.000000 
302  131 2  0 -72		15	0  1 3   -0.0194  0.333354  4.48388e-08 
303  132 2  0 -72		15	0  1 3   -0.4206  0.322652 -4.30411e-08
304  133 2  0 -72		15	0  1 3    0.2547  0.327959 -5.81823e-08
305  134 2  0 -72		15	0  1 3    0.3917  0.327836  8.94366e-08
306  135 2  0 -72		15	0  1 3    0.2223  0.332632 -8.18397e-08
307  136 2  0 -72		15	0  1 3    0.3056  0.325561 -4.97833e-08
308  137 2  0 -72		15	0  1 3   -0.7740  0.330188 -1.93423e-07
309  138 2  0 -72		15	0  1 3   -0.0257  0.324831 -9.88320e-08
301  139 1  0 -72		15	0  1 3    1.2582  0.929781 -1.83624e-07
310  140 0  0 -72 		500	0  1 2 -0.0000  1.000000
0    150 9  0 0			500	0  1 2 -0.0000 1.000000
100  151 9  0 -31	 	500	0  1 2 0.0000 1.000000
200  152 9  0 -52	 	500	0  1 2 0.0000 1.000000
300  153 9  0 -72 		500	0  1 2 0.0000 1.000000
