#daq_ch domain det_def Phi Time_Offset UpperThresholdCS AwAe offset and slope nb_par_cal cal_pars 
2  101 2  0  0 	      		25 	0  1 3   0.8493  0.339866  2.58040e-07
3  102 2  0  0		 	10 	0  1 3   0.8280  0.340293  1.33639e-07
4  103 2  0  0 			10	0  1 3   0.4117  0.336519  1.58283e-07
5  104 2  0  0 			22	0  1 3   1.1183  0.339321  1.82660e-08
6  105 2  0  0		 	15    	0  1 3  -0.2728  0.342885  6.71580e-09
7  106 2  0  0		 	15	0  1 3   0.6297  0.332476  4.09469e-08
8  107 2  0  0		 	15	0  1 3   0.5186  0.337339  9.80875e-08
9  108 2  0  0		 	18	0  1 3   0.2252  0.315147 -2.95331e-08
1  109 1  0  0 	      		10 	0  1 3   4.8797  0.958848  4.30791e-06
10 110 0  0  0			500	0  1 2  -0.0000  1.000000  
102  111 2  0 -31 		12	0  1 3   0.6254  0.334127  9.60856e-08 
103  112 2  0 -31		14	0  1 3   0.8529  0.336874  2.25283e-07 
104  113 2  0 -31		17	0  1 3   0.6961  0.332192  2.94057e-07 
105  114 2  0 -31		16	0  1 3   0.0091  0.337852  8.63162e-08 
106  115 2  0 -31		20	0  1 3   0.9370  0.332888  9.98339e-08 
107  116 2  0 -31		15	0  1 3   0.0563  0.330245 -3.53049e-09 
108  117 2  0 -31		14	0  1 3   0.4147  0.336291  1.53531e-07 
109  118 2  0 -31		12	0  1 3   0.3312  0.311872  6.24793e-08 
101  119 1  0 -31 		20	0  1 3  -0.3296  1.001096  3.12146e-06 
110  120 0  0 0			500	0  1 2  -0.0000  1.000000 
202  121 2  0 -52		16	0  1 3  -1.4989  0.334878  2.06133e-07 
203  122 2  0 -52		19	0  1 3   0.3273  0.328304 -4.71948e-08 
204  123 2  0 -52		14	0  1 3   0.9667  0.331672  1.39955e-07 
205  124 2  0 -52		15	0  1 3   0.6453  0.334850  1.18257e-07 
206  125 2  0 -52		15	0  1 3  -0.2371  0.322613  8.51906e-08 
207  126 2  0 -52		15	0  1 3   0.7301  0.331476 -1.47180e-10 
208  127 2  0 -52		15	0  1 3   0.1276  0.336228  9.93414e-08 
209  128 2  0 -52		15	0  1 3   0.1553  0.325212 -5.07439e-09 
201  129 1  0 -52		11	0  1 3   3.9795  0.962544  6.70147e-06 
210  130 0  0 0			500	0  1 2  -0.0000  1.000000 
302  131 2  0 -72		15	0  1 3   -0.0194  0.333354  4.48388e-08 
303  132 2  0 -72		15	0  1 3   -0.4109  0.322637 -3.89632e-08
304  133 2  0 -72		15	0  1 3    0.3044  0.327880 -3.65777e-08
305  134 2  0 -72		15	0  1 3    0.1843  0.328166 -1.01581e-09
306  135 2  0 -72		15	0  1 3    0.2549  0.332582 -6.91700e-08
307  136 2  0 -72		15	0  1 3    0.2493  0.325650 -7.39424e-08
308  137 2  0 -72		15	0  1 3   -0.1519  0.329388  5.32306e-09
309  138 2  0 -72		15	0  1 3    0.1848  0.324564 -3.34915e-08
301  139 1  0 -72		15	0  1 3    1.2582  0.929781 -1.83624e-07
310  140 0  0 -72 		500	0  1 2 -0.0000  1.000000
0    150 9  0 0			500	0  1 2 -0.0000 1.000000
100  151 9  0 -31	 	500	0  1 2 0.0000 1.000000
200  152 9  0 -52	 	500	0  1 2 0.0000 1.000000
300  153 9  0 -72 		500	0  1 2 0.0000 1.000000
